id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
44,15690540.0,Ozerova,594.0,France,Male,18.0,4.0,0.0,2.0,1.0,0.0,141872.05,0.0
45,15714241.0,Chiu,685.0,Spain,Male,39.0,7.0,0.0,2.0,0.0,0.0,78896.59,0.0
46,15633840.0,Chiu,651.0,Germany,Male,37.0,4.0,101979.16,2.0,0.0,1.0,127429.56,0.0
47,15632531.0,Milanesi,710.0,France,Female,31.0,1.0,0.0,2.0,1.0,1.0,141946.92,0.0
48,15583076.0,Biryukova,659.0,France,Female,25.0,7.0,0.0,2.0,1.0,0.0,166586.99,0.0
49,15663421.0,Yobachi,745.0,France,Male,34.0,8.0,0.0,2.0,1.0,0.0,141069.88,0.0
50,15756901.0,Fleming,677.0,Spain,Male,32.0,0.0,0.0,2.0,1.0,1.0,181850.74,0.0
51,15809823.0,Tien,813.0,France,Male,37.0,8.0,0.0,2.0,1.0,1.0,74945.11,0.0
52,15635126.0,Udokamma,706.0,France,Female,35.0,2.0,95845.6,1.0,1.0,0.0,64448.36,0.0
53,15675320.0,Ts'ai,695.0,France,Male,67.0,9.0,123863.64,1.0,1.0,1.0,123663.63,0.0
54,15576077.0,Ch'in,478.0,Germany,Female,54.0,9.0,109724.88,1.0,1.0,0.0,121537.91,1.0
55,15664237.0,Mazzi,586.0,France,Female,35.0,7.0,0.0,1.0,0.0,0.0,47880.71,0.0
56,15767781.0,Ch'eng,620.0,Spain,Male,38.0,2.0,0.0,2.0,1.0,0.0,113086.08,0.0
57,15605872.0,Nwankwo,738.0,France,Female,42.0,7.0,0.0,1.0,0.0,0.0,71519.4,1.0
58,15706810.0,Nwachinemelu,516.0,Spain,Male,28.0,4.0,72541.48,1.0,1.0,0.0,54916.37,0.0
59,15586870.0,Hsiung,599.0,France,Male,61.0,6.0,123971.31,1.0,1.0,1.0,138849.04,0.0
60,15796467.0,Kibby,684.0,France,Female,36.0,6.0,0.0,1.0,1.0,1.0,149381.32,0.0
61,15748882.0,Cremonesi,581.0,Spain,Male,66.0,4.0,0.0,2.0,1.0,1.0,156791.27,0.0
62,15804862.0,Whitehead,679.0,France,Male,39.0,7.0,56580.93,1.0,1.0,1.0,162922.65,0.0
63,15711572.0,Tuan,632.0,France,Male,27.0,6.0,0.0,2.0,1.0,1.0,132870.15,0.0
64,15730657.0,Chinwemma,706.0,France,Male,43.0,1.0,0.0,2.0,1.0,0.0,132673.23,1.0
65,15673591.0,Okwuadigbo,678.0,Spain,Male,36.0,0.0,123331.36,2.0,1.0,1.0,133051.64,0.0
66,15583480.0,Onwumelu,755.0,Spain,Female,35.0,2.0,0.0,2.0,1.0,1.0,111241.37,0.0
67,15662483.0,L?,753.0,France,Female,33.0,8.0,0.0,2.0,1.0,1.0,55725.04,0.0
68,15698031.0,Yevseyev,659.0,France,Male,40.0,8.0,0.0,2.0,1.0,0.0,48357.9,0.0
69,15773731.0,Nkemakolam,595.0,France,Female,50.0,3.0,0.0,1.0,1.0,0.0,162515.17,1.0
70,15593331.0,Tretiakova,712.0,France,Male,46.0,2.0,0.0,2.0,0.0,0.0,159899.97,0.0
71,15751549.0,Onyemauchechukwu,714.0,Spain,Male,42.0,9.0,157780.93,1.0,1.0,1.0,96494.26,0.0
72,15646942.0,Hsueh,756.0,Spain,Female,38.0,2.0,0.0,2.0,1.0,0.0,142916.54,0.0
73,15690958.0,Onyekachukwu,683.0,Spain,Female,38.0,9.0,0.0,2.0,0.0,0.0,72549.27,0.0
74,15585599.0,Chineze,745.0,France,Female,47.0,4.0,0.0,2.0,1.0,1.0,143681.95,0.0
75,15699598.0,Fanucci,586.0,Germany,Female,25.0,4.0,124099.13,2.0,1.0,1.0,124218.33,0.0
76,15643696.0,Onyeoruru,710.0,France,Female,36.0,9.0,0.0,2.0,0.0,0.0,184564.67,0.0
77,15669606.0,Hs?,597.0,Germany,Male,40.0,8.0,121063.8,2.0,1.0,1.0,176913.42,0.0
78,15593896.0,Miller,543.0,France,Male,36.0,3.0,140549.4,1.0,1.0,0.0,52404.47,1.0
79,15722010.0,Lucciani,663.0,France,Male,46.0,9.0,0.0,2.0,1.0,0.0,141364.31,0.0
80,15732794.0,Loyau,663.0,Spain,Female,35.0,4.0,0.0,1.0,1.0,0.0,148527.56,0.0
81,15645059.0,Ko,554.0,Germany,Male,37.0,2.0,129895.19,1.0,0.0,0.0,172618.52,1.0
82,15631063.0,Lassetter,730.0,Spain,Male,42.0,3.0,0.0,2.0,1.0,1.0,111879.21,0.0
83,15809909.0,Maclean,603.0,Germany,Male,41.0,6.0,74963.5,1.0,1.0,1.0,46415.09,0.0
84,15762729.0,Wilson,598.0,Germany,Male,41.0,6.0,92219.29,1.0,1.0,1.0,23135.65,0.0
85,15656592.0,Li Fonti,677.0,Germany,Male,40.0,1.0,99897.76,2.0,1.0,1.0,140889.32,0.0
86,15697480.0,Davide,706.0,Spain,Male,36.0,1.0,0.0,1.0,1.0,1.0,180693.45,0.0
87,15571869.0,Chidubem,693.0,France,Male,28.0,7.0,0.0,2.0,1.0,0.0,155915.24,0.0
88,15769402.0,Chidiebere,685.0,France,Male,29.0,9.0,0.0,2.0,1.0,0.0,85937.52,0.0
89,15617331.0,Nwabugwu,554.0,Germany,Female,48.0,6.0,141329.47,1.0,1.0,1.0,92915.84,1.0
90,15602043.0,O'Meara,581.0,France,Female,48.0,9.0,0.0,1.0,1.0,1.0,87412.24,0.0
91,15773338.0,Oguejiofor,733.0,France,Male,31.0,7.0,0.0,2.0,1.0,0.0,56850.92,0.0
92,15742172.0,Hsiao,757.0,Germany,Female,33.0,7.0,118788.57,2.0,1.0,1.0,132730.07,1.0
93,15759966.0,H?,656.0,France,Male,29.0,6.0,0.0,2.0,1.0,1.0,133086.45,0.0
94,15660505.0,Lucciano,710.0,Spain,Female,39.0,10.0,0.0,2.0,1.0,1.0,86619.77,0.0
95,15652658.0,K?,652.0,France,Male,44.0,1.0,117153.0,1.0,0.0,1.0,109496.69,1.0
96,15609735.0,Uvarova,670.0,France,Female,39.0,10.0,0.0,1.0,1.0,0.0,91406.62,1.0
97,15719561.0,Nkemdirim,636.0,France,Male,30.0,7.0,0.0,2.0,1.0,0.0,53445.17,0.0
98,15659399.0,Chineze,578.0,Germany,Male,45.0,7.0,103060.63,1.0,1.0,0.0,143952.24,1.0
99,15633194.0,Ch'eng,641.0,France,Male,39.0,5.0,0.0,2.0,1.0,1.0,72993.67,0.0
100,15742821.0,Onyeorulu,577.0,France,Male,44.0,4.0,0.0,2.0,1.0,0.0,95740.37,0.0
101,15661162.0,Chinweuba,786.0,France,Female,38.0,6.0,0.0,2.0,0.0,1.0,67622.46,0.0
102,15766787.0,Ch'in,616.0,France,Male,26.0,10.0,0.0,2.0,1.0,1.0,88815.25,0.0
103,15648858.0,T'ien,710.0,France,Male,33.0,1.0,0.0,2.0,0.0,1.0,137898.57,0.0
104,15693382.0,Chidiebele,487.0,France,Female,45.0,4.0,0.0,1.0,1.0,0.0,136859.94,1.0
105,15585380.0,Dickson,794.0,France,Female,41.0,9.0,84557.82,1.0,1.0,1.0,141896.74,0.0
106,15644878.0,Uspenskaya,590.0,France,Female,44.0,5.0,0.0,1.0,1.0,0.0,121555.51,1.0
107,15750099.0,Chidumaga,579.0,Germany,Male,50.0,4.0,122889.88,1.0,1.0,0.0,101485.72,1.0
108,15640442.0,Onyemere,667.0,France,Male,29.0,1.0,137946.39,1.0,1.0,0.0,162763.01,0.0
109,15591036.0,Hargreaves,695.0,Spain,Female,35.0,3.0,0.0,2.0,0.0,0.0,88333.74,0.0
110,15651364.0,Ibezimako,637.0,France,Male,37.0,3.0,113873.23,1.0,1.0,1.0,64472.66,0.0
111,15581811.0,Ugorji,586.0,Germany,Female,35.0,1.0,139542.94,2.0,1.0,0.0,130514.78,1.0
112,15753549.0,Yefremova,678.0,France,Male,31.0,9.0,0.0,2.0,1.0,1.0,134794.02,0.0
113,15651958.0,Chidozie,634.0,France,Female,30.0,8.0,0.0,2.0,1.0,1.0,187811.71,0.0
114,15648858.0,K?,638.0,Germany,Male,31.0,4.0,123943.18,2.0,1.0,0.0,172200.91,0.0
115,15762928.0,Ch'ang,459.0,France,Male,35.0,4.0,121132.26,1.0,0.0,1.0,199478.05,0.0
116,15586821.0,Onwudiwe,659.0,Spain,Male,30.0,6.0,0.0,2.0,1.0,0.0,51553.43,0.0
117,15768295.0,Onyekachi,739.0,France,Male,33.0,9.0,0.0,1.0,1.0,1.0,161822.66,0.0
118,15809558.0,Ting,807.0,Germany,Female,24.0,1.0,124348.38,1.0,1.0,0.0,171430.16,0.0
119,15692931.0,Onuchukwu,581.0,Germany,Female,62.0,9.0,129895.19,1.0,1.0,0.0,101495.0,1.0
120,15692819.0,Onio,667.0,Spain,Female,40.0,10.0,0.0,1.0,1.0,1.0,112333.22,0.0
121,15583073.0,Shih,678.0,France,Male,41.0,4.0,0.0,2.0,1.0,1.0,182495.7,0.0
122,15601008.0,Chiazagomekpere,521.0,France,Female,43.0,1.0,0.0,1.0,1.0,0.0,170984.97,1.0
123,15750121.0,Biryukova,635.0,France,Female,32.0,3.0,0.0,1.0,1.0,0.0,48778.46,0.0
124,15658670.0,Calabrese,663.0,Germany,Male,52.0,4.0,110559.46,1.0,1.0,0.0,139469.11,1.0
125,15748231.0,Nock,686.0,France,Male,51.0,7.0,0.0,2.0,1.0,1.0,70783.61,0.0
126,15625665.0,Mai,678.0,Germany,Female,38.0,8.0,151233.62,2.0,0.0,1.0,137995.66,0.0
127,15601796.0,Ting,850.0,Germany,Female,39.0,10.0,105736.32,2.0,1.0,0.0,140134.43,1.0
128,15662494.0,Naylor,581.0,Spain,Male,39.0,8.0,0.0,1.0,1.0,1.0,50454.8,0.0
129,15781679.0,Ch'eng,729.0,Spain,Female,36.0,5.0,0.0,2.0,1.0,0.0,60956.74,0.0
130,15583576.0,Ts'ai,661.0,France,Female,35.0,2.0,0.0,2.0,1.0,1.0,170518.83,0.0
131,15724200.0,Ch'en,694.0,Spain,Female,41.0,1.0,0.0,2.0,1.0,1.0,140941.47,0.0
132,15642099.0,Chu,496.0,France,Male,34.0,1.0,133800.98,1.0,1.0,1.0,25951.91,0.0
133,15775082.0,Lucchesi,779.0,France,Female,40.0,2.0,0.0,2.0,1.0,1.0,102515.42,0.0
134,15744273.0,Lucchesi,684.0,Germany,Female,56.0,5.0,96679.71,1.0,1.0,1.0,162643.15,1.0
135,15650086.0,Kumm,557.0,Germany,Female,46.0,5.0,117731.79,1.0,1.0,0.0,122488.59,1.0
136,15697310.0,Calabrese,756.0,Germany,Female,23.0,5.0,137781.65,1.0,0.0,0.0,91094.46,1.0
137,15697574.0,Hs?,731.0,France,Male,37.0,1.0,0.0,2.0,0.0,0.0,84872.66,0.0
138,15741385.0,Pagnotto,650.0,Germany,Male,40.0,5.0,113386.63,1.0,1.0,1.0,142400.27,0.0
139,15772933.0,Mao,646.0,Spain,Male,44.0,8.0,0.0,2.0,0.0,0.0,142210.94,1.0
140,15765173.0,Chiemezie,683.0,Spain,Male,33.0,9.0,137964.51,1.0,1.0,0.0,149379.9,0.0
141,15647838.0,Hs?,486.0,France,Female,32.0,2.0,0.0,2.0,1.0,0.0,92381.01,0.0
142,15678725.0,Chiang,637.0,Spain,Female,28.0,8.0,0.0,2.0,0.0,1.0,93718.16,0.0
143,15595067.0,Ch'ang,664.0,France,Male,47.0,7.0,0.0,1.0,1.0,0.0,57762.0,1.0
144,15598840.0,Fanucci,757.0,France,Female,35.0,4.0,0.0,2.0,0.0,1.0,121408.06,0.0
145,15626143.0,Ts'ui,667.0,France,Male,34.0,5.0,0.0,2.0,1.0,0.0,121151.1,0.0
146,15737509.0,Hsiung,778.0,France,Male,35.0,6.0,0.0,2.0,1.0,1.0,133831.37,0.0
147,15775293.0,Chikezie,692.0,France,Male,35.0,5.0,138825.19,1.0,1.0,0.0,158420.14,0.0
148,15791316.0,Fiorentino,751.0,France,Male,30.0,6.0,0.0,2.0,1.0,1.0,151375.73,0.0
149,15770174.0,Nkemdilim,651.0,France,Male,40.0,2.0,122952.9,1.0,1.0,0.0,113051.64,0.0
150,15789936.0,Genovese,704.0,Germany,Male,37.0,1.0,105525.07,2.0,1.0,1.0,83715.66,0.0
151,15646810.0,Lettiere,759.0,France,Female,29.0,6.0,0.0,2.0,1.0,0.0,134901.34,1.0
152,15704581.0,Groom,696.0,Spain,Female,52.0,10.0,0.0,1.0,0.0,0.0,187824.36,1.0
153,15705281.0,Nkemakonam,525.0,France,Male,35.0,7.0,0.0,2.0,0.0,1.0,106977.8,0.0
154,15580487.0,Toscani,556.0,France,Male,40.0,6.0,0.0,2.0,0.0,1.0,175072.47,0.0
155,15590888.0,Chia,697.0,France,Female,36.0,9.0,0.0,2.0,1.0,0.0,152883.95,0.0
156,15771270.0,Martin,682.0,France,Male,34.0,5.0,0.0,2.0,1.0,0.0,667.66,0.0
157,15682463.0,Nwoye,661.0,France,Male,45.0,7.0,0.0,1.0,1.0,1.0,173498.45,1.0
158,15777315.0,Kambinachi,628.0,France,Male,37.0,4.0,121404.64,1.0,0.0,0.0,71420.16,0.0
159,15706021.0,Chia,642.0,France,Male,71.0,2.0,0.0,2.0,1.0,1.0,117068.96,0.0
160,15642391.0,Uspenskaya,584.0,France,Female,51.0,6.0,131852.81,1.0,1.0,0.0,79577.69,1.0
161,15641675.0,Palermo,637.0,France,Male,31.0,8.0,59972.18,1.0,1.0,1.0,161344.13,0.0
162,15644211.0,Hsing,769.0,France,Female,40.0,9.0,134729.99,1.0,0.0,1.0,135083.73,0.0
163,15594816.0,Ch'ien,629.0,France,Male,38.0,2.0,0.0,2.0,1.0,1.0,48426.98,0.0
164,15672053.0,Sun,627.0,Spain,Male,33.0,3.0,0.0,2.0,0.0,1.0,152567.75,0.0
165,15740406.0,Hsiung,818.0,France,Male,38.0,8.0,0.0,2.0,1.0,1.0,52884.03,0.0
166,15662294.0,Ch'in,628.0,France,Male,37.0,6.0,0.0,2.0,0.0,0.0,93716.38,0.0
167,15653776.0,Chu,595.0,France,Male,34.0,5.0,0.0,2.0,1.0,0.0,106799.49,0.0
168,15715184.0,Ozioma,619.0,France,Male,28.0,5.0,0.0,2.0,0.0,0.0,111180.3,0.0
169,15741032.0,Hsia,660.0,Germany,Female,39.0,9.0,123872.19,1.0,1.0,0.0,59354.24,1.0
170,15652835.0,Pinto,686.0,Spain,Female,58.0,3.0,0.0,2.0,0.0,1.0,149575.59,0.0
171,15784097.0,Martin,697.0,France,Female,56.0,7.0,61211.18,1.0,1.0,0.0,151481.86,1.0
172,15794345.0,Ndubueze,669.0,France,Female,29.0,6.0,0.0,2.0,1.0,0.0,182436.81,0.0
173,15711889.0,McDavid,558.0,Spain,Male,34.0,3.0,0.0,2.0,0.0,1.0,54954.51,0.0
174,15666884.0,Ch'ien,708.0,France,Female,40.0,3.0,139707.28,1.0,1.0,1.0,115288.24,1.0
175,15728505.0,Hsueh,604.0,Germany,Female,37.0,4.0,116776.6,1.0,1.0,1.0,62449.07,1.0
176,15576044.0,Chinweuba,584.0,France,Male,35.0,1.0,0.0,2.0,1.0,1.0,27654.44,0.0
177,15756610.0,Martin,616.0,France,Female,45.0,8.0,0.0,1.0,0.0,1.0,147530.06,1.0
178,15778696.0,Li Fonti,710.0,France,Male,38.0,8.0,151858.98,1.0,0.0,1.0,172665.53,0.0
179,15642022.0,Cattaneo,628.0,France,Male,32.0,6.0,0.0,2.0,1.0,1.0,158528.24,0.0
180,15572398.0,Tien,584.0,France,Male,33.0,3.0,0.0,2.0,0.0,0.0,98810.78,0.0
181,15735572.0,Yegorova,696.0,France,Female,41.0,3.0,0.0,1.0,1.0,0.0,117031.2,0.0
182,15740237.0,Lucchese,695.0,France,Male,43.0,5.0,0.0,2.0,1.0,1.0,175072.47,0.0
183,15604832.0,Hsia,641.0,France,Male,38.0,7.0,0.0,2.0,1.0,1.0,180800.42,0.0
184,15790717.0,Uwakwe,724.0,France,Female,27.0,4.0,0.0,2.0,0.0,0.0,119439.66,0.0
185,15636061.0,Nkemakonam,546.0,Spain,Female,38.0,4.0,0.0,2.0,0.0,0.0,125898.39,1.0
186,15665861.0,Wilson,684.0,Spain,Female,51.0,2.0,0.0,1.0,0.0,1.0,95583.45,1.0
187,15809800.0,Chinweuba,636.0,Spain,Female,29.0,4.0,152622.34,1.0,1.0,1.0,134588.58,0.0
188,15757829.0,De Luca,678.0,France,Female,30.0,10.0,0.0,2.0,0.0,1.0,156917.11,0.0
189,15601383.0,Mazzanti,526.0,France,Female,42.0,7.0,0.0,2.0,1.0,1.0,158697.28,0.0
190,15660429.0,Lai,539.0,France,Male,26.0,1.0,0.0,1.0,0.0,0.0,169952.82,0.0
191,15605968.0,Genovesi,667.0,Germany,Female,24.0,3.0,142051.07,3.0,0.0,1.0,115566.57,1.0
192,15669987.0,Chiu,733.0,Germany,Male,49.0,8.0,79927.36,2.0,1.0,0.0,37392.56,0.0
193,15714046.0,Okwudiliolisa,559.0,France,Male,62.0,8.0,0.0,1.0,1.0,0.0,155041.22,1.0
194,15591286.0,Chuang,651.0,Spain,Male,36.0,8.0,0.0,2.0,1.0,0.0,81861.1,0.0
195,15683375.0,Macdonald,632.0,France,Male,37.0,3.0,0.0,2.0,0.0,1.0,45610.63,0.0
196,15588517.0,Kao,635.0,France,Male,48.0,6.0,0.0,1.0,1.0,0.0,170528.63,1.0
197,15607629.0,Gorman,479.0,France,Male,35.0,2.0,134985.66,1.0,1.0,1.0,126192.54,0.0
198,15791767.0,Pirozzi,631.0,France,Female,29.0,3.0,0.0,2.0,1.0,0.0,72330.46,0.0
199,15775042.0,Chikelu,711.0,France,Male,37.0,4.0,133550.74,1.0,1.0,1.0,106977.53,0.0
200,15607986.0,P'eng,619.0,France,Male,34.0,3.0,0.0,2.0,1.0,0.0,71905.77,0.0
201,15706463.0,Chukwudi,725.0,France,Male,56.0,1.0,0.0,1.0,1.0,0.0,65720.92,1.0
202,15742210.0,Iloerika,718.0,Germany,Male,43.0,4.0,135637.0,1.0,1.0,1.0,165035.17,0.0
203,15806081.0,Ts'ui,487.0,France,Male,67.0,6.0,0.0,2.0,0.0,1.0,77414.45,0.0
204,15674671.0,Chidozie,649.0,France,Female,42.0,1.0,118536.4,3.0,0.0,1.0,151924.9,1.0
205,15635078.0,Ku,801.0,France,Female,59.0,7.0,0.0,3.0,1.0,0.0,175178.56,1.0
206,15802351.0,Kolesnikov,752.0,Germany,Male,34.0,8.0,135645.76,1.0,1.0,0.0,158750.21,0.0
207,15767358.0,Kashiwagi,611.0,Germany,Female,42.0,3.0,141573.55,2.0,1.0,0.0,151316.37,0.0
208,15648878.0,Ijendu,544.0,France,Male,42.0,7.0,0.0,2.0,1.0,1.0,82298.59,0.0
209,15656319.0,T'ien,749.0,France,Male,34.0,7.0,0.0,1.0,1.0,1.0,141872.05,0.0
210,15787710.0,Tsao,677.0,Spain,Female,46.0,2.0,0.0,2.0,1.0,0.0,116978.19,1.0
211,15645248.0,Pinto,745.0,France,Female,39.0,7.0,0.0,2.0,1.0,1.0,123982.28,0.0
212,15692406.0,Zetticci,659.0,Germany,Male,29.0,9.0,123815.86,1.0,1.0,1.0,152790.82,0.0
213,15776985.0,Palerma,658.0,France,Female,33.0,7.0,0.0,2.0,1.0,1.0,47847.19,0.0
214,15682758.0,Rizzo,568.0,France,Female,50.0,6.0,0.0,1.0,1.0,0.0,97640.2,1.0
215,15754919.0,Obijiaku,721.0,France,Male,34.0,8.0,100900.5,1.0,1.0,0.0,143960.72,0.0
216,15781465.0,Hsiung,637.0,Germany,Male,33.0,2.0,117070.23,1.0,1.0,1.0,131647.31,0.0
217,15791174.0,Chiu,667.0,France,Female,35.0,1.0,0.0,2.0,1.0,0.0,58309.54,0.0
218,15796074.0,Manna,828.0,Spain,Female,33.0,4.0,0.0,2.0,0.0,0.0,160976.85,0.0
219,15635502.0,Bazarova,576.0,France,Male,37.0,8.0,0.0,2.0,0.0,1.0,173566.55,0.0
220,15791925.0,Chia,785.0,France,Female,44.0,1.0,109341.87,1.0,1.0,1.0,90537.47,0.0
221,15808846.0,Folliero,699.0,France,Male,33.0,9.0,0.0,2.0,1.0,0.0,135875.51,0.0
222,15702464.0,Mazzanti,717.0,France,Female,43.0,0.0,83492.07,1.0,1.0,1.0,54530.51,0.0
223,15573741.0,T'ien,571.0,France,Female,34.0,3.0,122568.05,1.0,0.0,0.0,145528.22,0.0
224,15671249.0,Manna,619.0,France,Female,52.0,7.0,147069.78,1.0,1.0,0.0,147040.25,1.0
225,15618171.0,Chinwendu,632.0,Spain,Male,33.0,2.0,0.0,2.0,1.0,0.0,159891.03,1.0
226,15807909.0,Mazzanti,689.0,France,Male,43.0,7.0,131629.17,1.0,1.0,1.0,102665.94,0.0
227,15690175.0,Ch'iu,676.0,France,Female,37.0,5.0,114422.85,1.0,1.0,1.0,147056.85,0.0
228,15725478.0,Chibuzo,568.0,Germany,Female,42.0,3.0,120392.99,1.0,1.0,0.0,55857.48,1.0
229,15673074.0,Hsia,682.0,France,Male,32.0,8.0,0.0,2.0,0.0,1.0,102076.03,0.0
230,15667424.0,Ritchie,778.0,France,Male,39.0,8.0,0.0,2.0,1.0,0.0,18082.06,0.0
231,15741032.0,Iadanza,656.0,Spain,Male,37.0,4.0,0.0,2.0,1.0,1.0,167873.49,0.0
232,15782530.0,Hsieh,686.0,France,Male,37.0,9.0,0.0,2.0,1.0,0.0,157891.11,0.0
233,15605067.0,Kable,774.0,France,Male,34.0,4.0,0.0,2.0,1.0,0.0,76640.29,0.0
234,15573876.0,Chinagorom,512.0,Spain,Male,42.0,6.0,0.0,2.0,1.0,1.0,123874.36,0.0
235,15753861.0,K?,678.0,France,Female,32.0,2.0,0.0,1.0,1.0,0.0,120115.5,0.0
236,15686917.0,Tardent,697.0,France,Male,31.0,6.0,0.0,2.0,0.0,1.0,121365.45,0.0
237,15756918.0,Onyemauchechukwu,715.0,France,Female,28.0,7.0,102540.61,1.0,0.0,0.0,146504.35,0.0
238,15772337.0,Nnanna,697.0,Germany,Female,37.0,4.0,156687.1,1.0,1.0,1.0,25407.59,0.0
239,15797960.0,Nwachinemelu,627.0,France,Male,31.0,7.0,0.0,2.0,0.0,0.0,91086.73,0.0
240,15792868.0,Uwaezuoke,726.0,France,Female,28.0,8.0,76597.79,1.0,1.0,0.0,178373.43,0.0
241,15582940.0,Trevisani,794.0,France,Male,31.0,1.0,0.0,1.0,1.0,0.0,131284.92,0.0
